VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,VILLENG,COUNTYID,COUNTYCODE,TOWNID,TOWNCODE,housenum,2019戶,2019人,2009戶,2009人,全名,taxnum,綜合所?,ave,median,第一分?,第三分?,popdelta,標準差,變異數,empty
66000280006,臺中市,大里區,日新里,Rixin Vil.,B,66000,B28,66000280,199,1661,4824,1461,4611,臺中市大里區日新里,1193,922706,773,573,335,979,0.046194,713.5,92.25,0.1218
66000020017,臺中市,東區,東英里,Dongying Vil.,B,66000,B02,66000020,277,2993,8349,2274,6967,臺中市東區東英里,2261,2030400,898,634,344,1131,0.198364,1014.46,112.97,0.0903
66000030001,臺中市,南區,城隍里,Chenghuang Vil.,B,66000,B03,66000030,196,1688,4112,1468,4095,臺中市南區城隍里,1214,1010355,832,614,334,1045,0.004151,893.7,107.38,0.104
66000030002,臺中市,南區,國光里,Guoguang Vil.,B,66000,B03,66000030,163,1812,4418,1726,4712,臺中市南區國光里,1329,1089994,820,599,338,1011,-0.062394,795.4,96.98,0.1337
66000030003,臺中市,南區,南門里,Nanmen Vil.,B,66000,B03,66000030,274,1693,3986,1504,4118,臺中市南區南門里,1284,1212852,945,637,362,1193,-0.032054,1073.16,113.61,0.12
66000030004,臺中市,南區,德義里,Deyi Vil.,B,66000,B03,66000030,212,1401,3259,1165,3172,臺中市南區德義里,1062,947899,893,608,347,1132,0.027427,879.57,98.54,0.0992
66000280007,臺中市,大里區,西榮里,Xirong Vil.,B,66000,B28,66000280,209,2403,6786,2061,6591,臺中市大里區西榮里,1822,1314629,722,539,309,924,0.029586,736.89,102.13,0.0852
66000280008,臺中市,大里區,內新里,Neixin Vil.,B,66000,B28,66000280,260,3813,10086,3003,8659,臺中市大里區內新里,2718,2135364,786,603,348,999,0.1648,731.49,93.11,0.0657
66000280009,臺中市,大里區,東昇里,Dongsheng Vil.,B,66000,B28,66000280,123,1352,4107,1132,3869,臺中市大里區東昇里,1045,853097,816,581,332,991,0.061515,920.35,112.74,0.0956
66000280010,臺中市,大里區,立仁里,Liren Vil.,B,66000,B28,66000280,142,2193,6318,1751,5710,臺中市大里區立仁里,1546,1007746,652,512,307,798,0.10648,601.76,92.32,0.066
66000280011,臺中市,大里區,新仁里,Xinren Vil.,B,66000,B28,66000280,361,2991,9163,2451,8561,臺中市大里區新仁里,2269,1528673,674,523,309,853,0.070319,613.6,91.08,0.1199
66000280012,臺中市,大里區,大元里,Dayuan Vil.,B,66000,B28,66000280,126,1591,5157,1416,4988,臺中市大里區大元里,1449,1064585,735,538,312,899,0.033881,708.96,96.5,0.0894
66000280013,臺中市,大里區,夏田里,Xiatian Vil.,B,66000,B28,66000280,25,355,1149,301,1174,臺中市大里區夏田里,274,204617,747,520,306,858,-0.021295,747.27,100.07,0.0844
66000280014,臺中市,大里區,仁化里,Renhua Vil.,B,66000,B28,66000280,226,3195,10504,2807,9731,臺中市大里區仁化里,2656,1925483,725,533,335,884,0.079437,848.68,117.07,0.0731
66000280015,臺中市,大里區,健民里,Jianmin Vil.,B,66000,B28,66000280,98,1749,5238,1616,5339,臺中市大里區健民里,1164,734522,631,497,306,766,-0.018917,611.46,96.9,0.0666
66000280016,臺中市,大里區,塗城里,Tucheng Vil.,B,66000,B28,66000280,192,3157,10048,2721,9661,臺中市大里區塗城里,2485,1595628,642,522,330,794,0.040058,523.46,81.52,0.0633
66000280017,臺中市,大里區,瑞城里,Ruicheng Vil.,B,66000,B28,66000280,225,4468,14308,4018,14098,臺中市大里區瑞城里,3717,2720673,732,539,338,884,0.014896,844.11,115.32,0.0544
66000280018,臺中市,大里區,金城里,Jincheng Vil.,B,66000,B28,66000280,309,3993,11783,3580,11762,臺中市大里區金城里,2806,1915231,683,532,331,847,0.001785,628.19,92.04,0.0803
66000280019,臺中市,大里區,東湖里,Donghu Vil.,B,66000,B28,66000280,396,4326,12264,3340,10098,臺中市大里區東湖里,3121,2246196,720,559,343,906,0.214498,616.77,85.7,0.0899
66000280021,臺中市,大里區,國光里,Guoguang Vil.,B,66000,B28,66000280,163,2271,7033,2009,6572,臺中市大里區國光里,2049,1938988,946,636,358,1180,0.070146,2120.57,224.09,0.077
66000280022,臺中市,大里區,大明里,Daming Vil.,B,66000,B28,66000280,179,1762,4877,1593,4959,臺中市大里區大明里,1290,983316,762,569,325,955,-0.016536,752.97,98.78,0.0988
66000280023,臺中市,大里區,永隆里,Yonglong Vil.,B,66000,B28,66000280,319,4320,13442,3095,9843,臺中市大里區永隆里,3467,3609826,1041,757,400,1372,0.365641,982.39,94.35,0.0854
66000280024,臺中市,大里區,長榮里,Changrong Vil.,B,66000,B28,66000280,352,3706,10818,3021,9885,臺中市大里區長榮里,3005,2585600,860,594,343,1077,0.094385,911.03,105.88,0.0991
66000280025,臺中市,大里區,中新里,Zhongxin Vil.,B,66000,B28,66000280,145,2334,6641,1783,5501,臺中市大里區中新里,1707,1424730,835,611,366,1050,0.207235,1164.6,139.53,0.0664
66000280026,臺中市,大里區,立德里,Lide Vil.,B,66000,B28,66000280,248,3182,9441,2303,7700,臺中市大里區立德里,2485,1907590,768,579,345,979,0.226104,697.31,90.84,0.0778
66000280027,臺中市,大里區,仁德里,Rende Vil.,B,66000,B28,66000280,147,2266,7461,1994,7213,臺中市大里區仁德里,1964,1404259,715,539,312,911,0.034382,642.66,89.88,0.0689
66000290001,臺中市,和平區,南勢里,Nanshi Vil.,B,66000,B29,66000290,82,907,2142,879,2222,臺中市和平區南勢里,395,272708,690,527,322,838,-0.036004,607,87.92,0.1821
66000290004,臺中市,和平區,中坑里,Zhongkeng Vil.,B,66000,B29,66000290,27,245,519,211,508,臺中市和平區中坑里,89,57708,648,447,315,823,0.021654,562.6,86.77,0.2
66000290005,臺中市,和平區,自由里,Ziyou Vil.,B,66000,B29,66000290,40,491,1253,468,1209,臺中市和平區自由里,149,107487,721,574,335,958,0.036394,650.38,90.16,0.1282
66000290006,臺中市,和平區,達觀里,Daguan Vil.,B,66000,B29,66000290,29,497,1333,481,1333,臺中市和平區達觀里,137,95966,700,547,294,848,0,600.77,85.76,0.1172
66000120S02,臺中市,清水區,清泉崗機場,,B,66000,B12,66000120,0,,,,,臺中市清水區清泉崗機場,,,,,,,,,,
66000230005,臺中市,烏日區,學田里,Xuetian Vil.,B,66000,B23,66000230,195,1078,3011,711,2481,臺中市烏日區學田里,708,1274456,1800,558,343,989,0.213624,18921.02,1051.12,0.1881
66000180014,臺中市,大雅區,大楓里,Dafeng Vil.,B,66000,B18,66000180,154,1890,5998,1600,5535,臺中市大雅區大楓里,1510,1043398,691,516,328,858,0.08365,648.81,93.89,0.0861
66000030005,臺中市,南區,積善里,Jishan Vil.,B,66000,B03,66000030,152,1120,2890,1168,3327,臺中市南區積善里,825,670330,813,581,339,1021,-0.13135,833.17,102.54,0.0906
66000030006,臺中市,南區,江川里,Jiangchuan Vil.,B,66000,B03,66000030,126,1307,3186,1064,2961,臺中市南區江川里,1010,963821,954,634,339,1218,0.075988,1056.33,110.69,0.0804
66000030007,臺中市,南區,新榮里,Xinrong Vil.,B,66000,B03,66000030,379,2270,5451,1921,4822,臺中市南區新榮里,1574,1397580,888,635,356,1141,0.130444,1037.57,116.85,0.1147
66000030008,臺中市,南區,福興里,Fuxing Vil.,B,66000,B03,66000030,21,1683,4515,1486,4407,臺中市南區福興里,1265,1049448,830,612,328,1082,0.024506,771.05,92.94,0.1057
66000030009,臺中市,南區,福平里,Fuping Vil.,B,66000,B03,66000030,210,2324,6273,2074,6064,臺中市南區福平里,1807,1468635,813,586,339,1017,0.034466,807.2,99.32,0.0821
66000030010,臺中市,南區,和平里,Heping Vil.,B,66000,B03,66000030,746,1884,4621,1379,3699,臺中市南區和平里,1374,1242708,904,655,360,1133,0.249257,1202.89,133,0.0877
66000030011,臺中市,南區,永興里,Yongxing Vil.,B,66000,B03,66000030,263,3668,9585,2824,7480,臺中市南區永興里,2703,2539475,940,673,375,1209,0.281417,921.06,98.04,0.0628
66000030012,臺中市,南區,樹義里,Shuyi Vil.,B,66000,B03,66000030,518,5228,14543,3764,11238,臺中市南區樹義里,4055,3767768,929,689,383,1191,0.294091,857.46,92.28,0.092
66000030013,臺中市,南區,樹德里,Shude Vil.,B,66000,B03,66000030,423,3999,10066,3071,8227,臺中市南區樹德里,2920,2909492,996,748,414,1293,0.223532,1044.66,104.84,0.0916
66000030014,臺中市,南區,西川里,Xichuan Vil.,B,66000,B03,66000030,131,1904,5181,1769,4999,臺中市南區西川里,1517,1420565,936,669,382,1233,0.036407,875.78,93.52,0.0639
66000030015,臺中市,南區,長春里,Changchun Vil.,B,66000,B03,66000030,161,891,2211,984,2794,臺中市南區長春里,694,599335,864,583,325,1053,-0.208661,1233.26,142.81,0.1554
66000030016,臺中市,南區,長榮里,Changrong Vil.,B,66000,B03,66000030,352,1135,3004,1152,3512,臺中市南區長榮里,937,758411,809,567,328,1004,-0.144647,783.53,96.8,0.1328
66000030017,臺中市,南區,福順里,Fushun Vil.,B,66000,B03,66000030,318,2607,6479,2099,5507,臺中市南區福順里,1933,1768666,915,645,374,1153,0.176503,946.77,103.47,0.1019
66000030018,臺中市,南區,平和里,Pinghe Vil.,B,66000,B03,66000030,290,1482,4066,1393,4252,臺中市南區平和里,1160,1039497,896,630,356,1108,-0.043744,930.65,103.85,0.0785
66000030019,臺中市,南區,南和里,Nanhe Vil.,B,66000,B03,66000030,237,3681,8555,2648,6656,臺中市南區南和里,2314,2157998,933,648,377,1226,0.285306,937.13,100.49,0.0728
66000030020,臺中市,南區,永和里,Yonghe Vil.,B,66000,B03,66000030,20,2103,5214,1644,4437,臺中市南區永和里,1481,1282186,866,636,370,1095,0.175118,846.16,97.74,0.0767
66000030021,臺中市,南區,工學里,Gongxue Vil.,B,66000,B03,66000030,207,3153,8259,1915,5573,臺中市南區工學里,2382,2407149,1011,762,420,1308,0.481967,897.18,88.78,0.0608
66000030022,臺中市,南區,崇倫里,Chonglun Vil.,B,66000,B03,66000030,190,2567,6697,2050,5826,臺中市南區崇倫里,1906,1772988,930,691,404,1206,0.149502,858.56,92.3,0.0667
66000040001,臺中市,西區,民生里,Minsheng Vil.,B,66000,B04,66000040,58,989,2598,1255,3574,臺中市西區民生里,658,689582,1048,700,372,1272,-0.273083,1530.97,146.09,0.19
66000040002,臺中市,西區,利民里,Limin Vil.,B,66000,B04,66000040,105,724,2068,996,3084,臺中市西區利民里,511,608399,1191,750,384,1509,-0.329442,1436.32,120.64,0.1565
66000040003,臺中市,西區,三民里,Sanmin Vil.,B,66000,B04,66000040,93,1366,3031,1327,3762,臺中市西區三民里,641,789213,1231,811,407,1746,-0.194312,1203.22,97.73,0.1263
66000040004,臺中市,西區,東昇里,Dongsheng Vil.,B,66000,B04,66000040,123,1081,2893,1082,3148,臺中市西區東昇里,862,873637,1013,714,383,1247,-0.081004,1040.02,102.62,0.1088
66000040005,臺中市,西區,廣民里,Guangmin Vil.,B,66000,B04,66000040,84,695,1786,813,2449,臺中市西區廣民里,456,440040,965,548,302,998,-0.270723,1862.89,193.05,0.1312
66000040006,臺中市,西區,平和里,Pinghe Vil.,B,66000,B04,66000040,290,1029,2537,939,2492,臺中市西區平和里,695,678839,977,671,348,1267,0.018058,1023.07,104.74,0.1117
66000040007,臺中市,西區,公民里,Gongmin Vil.,B,66000,B04,66000040,291,2254,5585,2089,5680,臺中市西區公民里,1769,1888590,1068,639,345,1258,-0.016725,1822.93,170.75,0.1133
66000040008,臺中市,西區,藍興里,Lanxing Vil.,B,66000,B04,66000040,212,1882,4968,1668,4986,臺中市西區藍興里,1443,1453728,1007,655,359,1250,-0.00361,1114.36,110.61,0.1087
66000040009,臺中市,西區,公?里,Gongguan  Vil.,B,66000,B04,66000040,560,2752,6773,2298,6381,臺中市西區公?里,1903,1770156,930,607,348,1115,0.061432,1174.73,126.29,0.1451
66000040010,臺中市,西區,和龍里,Helong Vil.,B,66000,B04,66000040,166,1118,2685,1011,2700,臺中市西區和龍里,633,511887,809,535,295,951,-0.005556,1029.4,127.3,0.1117
66000060022,臺中市,西屯區,何德里,Hede Vil.,B,66000,B06,66000060,121,1602,4300,1472,4221,臺中市西屯區何德里,1353,1280847,947,664,383,1200,0.018716,1085.27,114.64,0.0619
66000060023,臺中市,西屯區,何源里,Heyuan Vil.,B,66000,B06,66000060,241,2812,7734,2538,7679,臺中市西屯區何源里,2256,2015468,893,637,353,1111,0.007162,902.54,101.03,0.0806
66000060024,臺中市,西屯區,西平里,Xiping Vil.,B,66000,B06,66000060,1157,2419,6100,2507,7375,臺中市西屯區西平里,1598,1494753,935,666,369,1256,-0.172881,903.66,96.61,0.1757
66000060025,臺中市,西屯區,何南里,Henan Vil.,B,66000,B06,66000060,158,1943,4902,1717,4879,臺中市西屯區何南里,1687,1626339,964,648,352,1176,0.004714,1098.7,113.97,0.0722
66000060026,臺中市,西屯區,至善里,Zhishan Vil.,B,66000,B06,66000060,336,2089,5346,1790,4989,臺中市西屯區至善里,1570,1750798,1115,739,394,1438,0.071557,2064.15,185.1,0.1073
66000060027,臺中市,西屯區,上安里,Shang'an Vil.,B,66000,B06,66000060,326,2616,6487,2025,5334,臺中市西屯區上安里,1911,2090138,1094,791,437,1396,0.21616,1060.82,96.99,0.0962
66000060028,臺中市,西屯區,上德里,Shangde Vil.,B,66000,B06,66000060,131,1879,4979,1730,4988,臺中市西屯區上德里,1558,1494968,960,644,388,1226,-0.001804,973.62,101.47,0.0639
66000060029,臺中市,西屯區,逢福里,Fengfu Vil.,B,66000,B06,66000060,271,2461,6593,2311,6439,臺中市西屯區逢福里,1823,1824363,1001,705,384,1264,0.023917,977.34,97.66,0.0858
66000060030,臺中市,西屯區,何明里,Heming Vil.,B,66000,B06,66000060,139,1581,4214,1438,4238,臺中市西屯區何明里,1292,1136660,880,598,350,1072,-0.005663,1002.81,113.99,0.0785
66000060031,臺中市,西屯區,何成里,Hecheng Vil.,B,66000,B06,66000060,333,3343,8591,2975,8218,臺中市西屯區何成里,2666,2564305,962,657,364,1186,0.045388,1059.44,110.15,0.0875
66000060032,臺中市,西屯區,何福里,Hefu Vil.,B,66000,B06,66000060,156,1917,5099,1738,5067,臺中市西屯區何福里,1532,1373126,896,643,349,1138,0.006315,894.13,99.76,0.0738
66000060033,臺中市,西屯區,福和里,Fuhe Vil.,B,66000,B06,66000060,142,1716,5141,1443,4853,臺中市西屯區福和里,1441,1351698,938,614,370,1054,0.059345,1347.02,143.6,0.0801
66000060034,臺中市,西屯區,福中里,Fuzhong Vil.,B,66000,B06,66000060,113,1347,3824,1184,3730,臺中市西屯區福中里,1170,1177225,1006,646,382,1135,0.025201,2526.81,251.13,0.0797
66000060035,臺中市,西屯區,福恩里,Fu'en Vil.,B,66000,B06,66000060,331,2260,5713,1667,4645,臺中市西屯區福恩里,1850,2164312,1170,788,421,1439,0.229925,2762.53,236.13,0.1142
66000060036,臺中市,西屯區,福聯里,Fulian Vil.,B,66000,B06,66000060,396,1644,3990,1133,2875,臺中市西屯區福聯里,1022,1214430,1188,690,403,1333,0.387826,2056.21,173.04,0.151
66000060037,臺中市,西屯區,福瑞里,Furui Vil.,B,66000,B06,66000060,127,1461,3850,1200,3239,臺中市西屯區福瑞里,1073,1229742,1146,776,444,1372,0.188638,1212.5,105.8,0.0794
66000060038,臺中市,西屯區,福林里,Fulin Vil.,B,66000,B06,66000060,300,3579,9464,2396,6816,臺中市西屯區福林里,2814,4003839,1423,931,466,1777,0.388498,1708.82,120.1,0.0732
66000060039,臺中市,西屯區,福雅里,Fuya Vil.,B,66000,B06,66000060,249,2785,7415,2157,6119,臺中市西屯區福雅里,2052,2480450,1209,752,420,1404,0.211799,2793.84,231.13,0.0777
66000070001,臺中市,南屯區,南屯里,Nantun Vil.,B,66000,B07,66000070,219,3966,11020,2846,8193,臺中市南屯區南屯里,3124,3561986,1140,763,406,1462,0.345051,1329.1,116.57,0.0543
66000070002,臺中市,南屯區,豐樂里,Fengle Vil.,B,66000,B07,66000070,742,4953,13536,3656,10964,臺中市南屯區豐樂里,4264,5726468,1343,812,417,1671,0.234586,2476.83,184.43,0.1412
66000070003,臺中市,南屯區,楓樹里,Fengshu Vil.,B,66000,B07,66000070,277,2479,7171,1808,6097,臺中市南屯區楓樹里,1945,1967552,1012,681,396,1235,0.176152,1032.25,102.04,0.1093
66000070004,臺中市,南屯區,中和里,Zhonghe Vil.,B,66000,B07,66000070,28,1686,5191,1548,5373,臺中市南屯區中和里,1381,1036860,751,568,341,932,-0.033873,736.04,98.03,0.0528
66000040012,臺中市,西區,後龍里,Houlong Vil.,B,66000,B04,66000040,351,1807,4297,1586,4145,臺中市西區後龍里,1222,1579856,1293,664,338,1276,0.036671,3634.03,281.09,0.1443
66000040013,臺中市,西區,安龍里,Anlong Vil.,B,66000,B04,66000040,239,1435,3258,1223,3140,臺中市西區安龍里,1097,1346057,1227,653,360,1265,0.03758,3517.18,286.64,0.1257
66000040014,臺中市,西區,吉龍里,Jilong Vil.,B,66000,B04,66000040,315,3001,7676,2865,7959,臺中市西區吉龍里,2464,3087087,1253,677,355,1295,-0.035557,5617.92,448.4,0.0898
66000040015,臺中市,西區,昇平里,Shengping Vil.,B,66000,B04,66000040,383,2670,6569,2456,6738,臺中市西區昇平里,2010,2049655,1020,668,369,1177,-0.025082,1294.82,126.98,0.1168
66000040016,臺中市,西區,忠明里,Zhongming Vil.,B,66000,B04,66000040,465,2855,6787,2317,6274,臺中市西區忠明里,2138,2822791,1320,638,339,1349,0.081766,3761.76,284.92,0.11
66000040017,臺中市,西區,公正里,Gongzheng Vil.,B,66000,B04,66000040,198,2846,7676,2500,7112,臺中市西區公正里,2342,2382486,1017,681,370,1243,0.079303,1240.23,121.92,0.0652
66000040018,臺中市,西區,土庫里,Tuku Vil.,B,66000,B04,66000040,286,2634,6627,2260,6313,臺中市西區土庫里,2110,2813744,1334,698,347,1402,0.049739,2894.6,217.06,0.0931
66000040019,臺中市,西區,忠誠里,Zhongcheng Vil.,B,66000,B04,66000040,308,2597,6641,2429,6865,臺中市西區忠誠里,2145,2257170,1052,627,336,1119,-0.032629,2737.58,260.15,0.1047
66000040020,臺中市,西區,公益里,Gongyi Vil.,B,66000,B04,66000040,101,1225,3239,1190,3607,臺中市西區公益里,911,676558,743,532,302,912,-0.102024,859.3,115.71,0.0723
66000040021,臺中市,西區,中興里,Zhongxing Vil.,B,66000,B04,66000040,59,1633,4167,1558,4554,臺中市西區中興里,1330,1843811,1386,641,334,1291,-0.08498,3706.34,267.35,0.0742
66000040022,臺中市,西區,公平里,Gongping Vil.,B,66000,B04,66000040,281,2387,5858,1958,5396,臺中市西區公平里,1800,2070684,1150,646,348,1208,0.085619,5293.36,460.14,0.089
66000040023,臺中市,西區,公德里,Gongde Vil.,B,66000,B04,66000040,195,2013,5135,1786,4887,臺中市西區公德里,1611,1727239,1072,691,380,1304,0.050747,1404.98,131.04,0.0841
66000040024,臺中市,西區,?龍里,Shuanglong  Vil.,B,66000,B04,66000040,117,1284,3180,1295,3555,臺中市西區?龍里,952,978410,1028,602,326,1135,-0.105485,1675.52,163.03,0.0857
66000040025,臺中市,西區,大忠里,Dazhong Vil.,B,66000,B04,66000040,205,2105,5316,1794,4919,臺中市西區大忠里,1705,1869228,1096,757,399,1438,0.080707,1129.03,102.98,0.0891
66000050001,臺中市,北區,光大里,Guangda Vil.,B,66000,B05,66000050,243,1106,2315,914,2355,臺中市北區光大里,592,437431,739,502,308,871,-0.016985,812.5,109.96,0.1596
66000050002,臺中市,北區,文莊里,Wenzhuang Vil.,B,66000,B05,66000050,137,1633,3795,1595,4265,臺中市北區文莊里,1023,803075,785,560,329,936,-0.110199,898.42,114.45,0.0807
66000050003,臺中市,北區,五常里,Wuchang Vil.,B,66000,B05,66000050,68,629,1618,658,1770,臺中市北區五常里,420,352795,840,624,350,1045,-0.085876,821.16,97.76,0.0915
66000050004,臺中市,北區,新興里,Xinxing Vil.,B,66000,B05,66000050,284,751,1686,824,2091,臺中市北區新興里,447,333508,746,545,292,933,-0.193687,756.01,101.33,0.1208
66000050005,臺中市,北區,新北里,Xinbei Vil.,B,66000,B05,66000050,206,900,1882,942,2292,臺中市北區新北里,619,671379,1085,614,304,1229,-0.178883,1775.15,163.67,0.1297
66000050006,臺中市,北區,樂英里,Leying Vil.,B,66000,B05,66000050,128,1329,2893,1444,3522,臺中市北區樂英里,681,504090,740,539,300,884,-0.178592,1109.34,149.87,0.1049
66000050007,臺中市,北區,錦村里,Jin Vil.,B,66000,B05,66000050,161,1418,3621,1313,3824,臺中市北區錦村里,1092,908397,832,585,329,1032,-0.053086,826.03,99.3,0.1041
66000050008,臺中市,北區,建成里,Jiancheng Vil.,B,66000,B05,66000050,274,2469,6484,2005,5745,臺中市北區建成里,1668,1166257,699,541,325,870,0.128634,605.52,86.6,0.0946
66000050009,臺中市,北區,錦洲里,Jinzhou Vil.,B,66000,B05,66000050,198,1513,3862,1361,3648,臺中市北區錦洲里,1113,914691,822,580,325,947,0.058662,1000.88,121.79,0.1121
66000050010,臺中市,北區,金華里,Jinhua Vil.,B,66000,B05,66000050,248,1208,2929,980,2596,臺中市北區金華里,911,1084401,1190,718,362,1392,0.128274,2318.19,194.75,0.1562
66000050011,臺中市,北區,金龍里,Jinlong Vil.,B,66000,B05,66000050,425,2130,4942,2000,5188,臺中市北區金龍里,1319,984561,746,541,306,897,-0.047417,930.29,124.63,0.1504
66000050012,臺中市,北區,邱厝里,Qiucuo Vil.,B,66000,B05,66000050,184,1080,2744,929,2517,臺中市北區邱厝里,816,953587,1169,674,370,1316,0.090187,1573.71,134.66,0.1188
66000050013,臺中市,北區,建興里,Jianxing Vil.,B,66000,B05,66000050,133,2640,6587,2555,7108,臺中市北區建興里,1867,1626915,871,583,328,1045,-0.073298,1097.23,125.91,0.0899
66000050014,臺中市,北區,頂厝里,Dingcuo Vil.,B,66000,B05,66000050,270,1996,4823,1840,5031,臺中市北區頂厝里,1468,1523664,1038,643,337,1163,-0.041344,1704.6,164.23,0.1032
66000050015,臺中市,北區,賴厝里,Laicuo Vil.,B,66000,B05,66000050,250,2904,6116,2511,5755,臺中市北區賴厝里,1412,1436765,1018,658,357,1247,0.062728,1173.46,115.32,0.1023
66000050016,臺中市,北區,賴村里,Lai Vil.,B,66000,B05,66000050,365,2213,5125,1957,5401,臺中市北區賴村里,1460,1354680,928,599,348,1064,-0.051102,2234.18,240.79,0.1018
66000050017,臺中市,北區,育德里,Yude Vil.,B,66000,B05,66000050,298,1734,4217,1398,3896,臺中市北區育德里,1266,1574839,1244,649,352,1287,0.082392,2634.23,211.76,0.1171
66000050018,臺中市,北區,淡溝里,Dangou Vil.,B,66000,B05,66000050,345,2488,6010,2004,5321,臺中市北區淡溝里,1769,1965329,1111,675,369,1249,0.129487,1569.1,141.24,0.1122
66000050019,臺中市,北區,中達里,Zhongda Vil.,B,66000,B05,66000050,121,1184,3094,1195,3376,臺中市北區中達里,839,668562,797,559,318,989,-0.083531,883.14,110.83,0.0866
66000050020,臺中市,北區,錦祥里,Jinxiang Vil.,B,66000,B05,66000050,362,2171,4813,1592,3925,臺中市北區錦祥里,1161,968183,834,585,331,1033,0.226242,910.82,109.22,0.1453
66000050021,臺中市,北區,健行里,Jianxing Vil.,B,66000,B05,66000050,363,2895,7699,2533,7393,臺中市北區健行里,2225,3536200,1589,645,331,1193,0.041391,21844.22,1374.45,0.1047
66000050022,臺中市,北區,明德里,Mingde Vil.,B,66000,B05,66000050,211,2395,6257,2055,6037,臺中市北區明德里,1935,1794945,928,626,349,1124,0.036442,1106.95,119.33,0.0789
66000050023,臺中市,北區,長青里,Changqing Vil.,B,66000,B05,66000050,219,2778,7205,2491,7176,臺中市北區長青里,2051,1706030,832,596,342,1057,0.004041,844.1,101.48,0.0752
66000060014,臺中市,西屯區,大鵬里,Dapeng Vil.,B,66000,B06,66000060,210,2186,5655,1800,5239,臺中市西屯區大鵬里,1527,1284626,841,591,355,1021,0.079404,950.1,112.94,0.0899
66000060015,臺中市,西屯區,港尾里,Gangwei Vil.,B,66000,B06,66000060,256,2084,6151,1930,6023,臺中市西屯區港尾里,1565,1390417,888,618,354,1090,0.021252,1039.65,117.02,0.1214
66000060016,臺中市,西屯區,廣福里,Guangfu Vil.,B,66000,B06,66000060,117,780,2895,811,3197,臺中市西屯區廣福里,718,614638,856,596,323,1046,-0.094464,1276.2,149.08,0.0484
66000060017,臺中市,西屯區,林厝里,Lincuo Vil.,B,66000,B06,66000060,204,1337,4371,1128,4067,臺中市西屯區林厝里,1135,1539762,1357,733,383,1634,0.074748,2389.31,176.12,0.1307
66000060018,臺中市,西屯區,永安里,Yong'an Vil.,B,66000,B06,66000060,44,6314,16294,4071,11705,臺中市西屯區永安里,4520,5158067,1141,762,426,1401,0.392055,1362.71,119.41,0.0938
66000060019,臺中市,西屯區,福安里,Fu'an Vil.,B,66000,B06,66000060,174,1302,3514,1089,3237,臺中市西屯區福安里,1025,1416548,1382,811,426,1536,0.085573,4499.75,325.6,0.1161
66000060020,臺中市,西屯區,協和里,Xiehe Vil.,B,66000,B06,66000060,221,2027,5548,1731,5475,臺中市西屯區協和里,1473,1549315,1052,638,377,1158,0.013333,2318.84,220.46,0.1164
66000060021,臺中市,西屯區,何仁里,Heren Vil.,B,66000,B06,66000060,347,2754,7300,2365,7062,臺中市西屯區何仁里,2184,1955997,896,626,361,1161,0.033702,983.56,109.82,0.1093
66000070006,臺中市,南屯區,春安里,Chun'an Vil.,B,66000,B07,66000070,65,406,941,347,960,臺中市南屯區春安里,203,198179,976,634,373,1084,-0.019792,1362.64,139.58,0.1536
66000070007,臺中市,南屯區,文山里,Wenshan Vil.,B,66000,B07,66000070,633,5190,13283,2989,8958,臺中市南屯區文山里,3606,3423877,949,735,435,1201,0.482809,1048.77,110.46,0.1152
66000070008,臺中市,南屯區,新生里,Xinsheng Vil.,B,66000,B07,66000070,806,1053,2260,528,1864,臺中市南屯區新生里,392,477964,1219,678,384,1228,0.212446,2634.18,216.04,0.4923
66000070009,臺中市,南屯區,永定里,Yongding Vil.,B,66000,B07,66000070,228,2225,6178,1780,5257,臺中市南屯區永定里,1604,1611198,1004,660,391,1227,0.175195,1341.78,133.58,0.0937
66000070010,臺中市,南屯區,三厝里,Sancuo Vil.,B,66000,B07,66000070,208,3115,8756,2621,7758,臺中市南屯區三厝里,2328,2742278,1178,824,433,1470,0.128641,1436.39,121.94,0.0658
66000070011,臺中市,南屯區,溝墘里,Gouqi Vil.,B,66000,B07,66000070,284,2440,6762,2003,6083,臺中市南屯區溝墘里,2063,3322069,1610,776,384,1519,0.111623,10335.88,641.86,0.1107
66000070012,臺中市,南屯區,田心里,Tianxin Vil.,B,66000,B07,66000070,217,2796,7687,2223,6761,臺中市南屯區田心里,2172,2538513,1169,738,399,1420,0.136962,1484.55,127.02,0.0891
66000070013,臺中市,南屯區,黎明里,Liming Vil.,B,66000,B07,66000070,131,1829,5006,1787,5380,臺中市南屯區黎明里,1540,1421871,923,643,371,1133,-0.069517,1067.64,115.63,0.0781
66000070014,臺中市,南屯區,鎮平里,Zhenping Vil.,B,66000,B07,66000070,17,537,1628,527,1985,臺中市南屯區鎮平里,459,372009,810,593,360,999,-0.179849,740,91.3,0.05
66000070015,臺中市,南屯區,大同里,Datong Vil.,B,66000,B07,66000070,129,2130,5838,1836,5528,臺中市南屯區大同里,1684,1635789,971,684,358,1250,0.056078,1028.45,105.88,0.0804
66000070016,臺中市,南屯區,文心里,Wenxin Vil.,B,66000,B07,66000070,163,1764,4733,1421,4146,臺中市南屯區文心里,1337,1953040,1461,724,393,1365,0.141582,6479.47,443.57,0.0757
